leaid,locale,locale2
4289180,13,City
4289190,43,Rural
4289200,41,Rural
4289210,42,Rural
4289220,23,Suburban
4289230,13,City
4289240,21,Suburban
4289250,21,Suburban
4289260,41,Rural
4289270,13,City
4289280,21,Suburban
4289290,21,Suburban
4289300,21,Suburban
4289310,21,Suburban
4289320,21,Suburban
4289330,21,Suburban
4289340,21,Suburban
4289350,21,Suburban
4289370,21,Suburban
4289380,41,Rural
4289390,32,Town
4289393,31,Town
4400001,12,City
4400003,12,City
4400004,21,Suburban
4400005,12,City
4400006,21,Suburban
4400008,21,Suburban
4400009,21,Suburban
4400014,21,Suburban
4400015,21,Suburban
4400017,41,Rural
4400018,12,City
4400019,12,City
4400020,21,Suburban
4400021,12,City
4400023,13,City
4400024,12,City
4400025,12,City
4400026,21,Suburban
4400027,12,City
4400028,12,City
4400029,21,Suburban
4400030,21,Suburban
4400031,41,Rural
4400032,12,City
4400033,41,Rural
4400034,21,Suburban
4400035,41,Rural
4400036,21,Suburban
4400037,12,City
4400065,21,Suburban
4400090,21,Suburban
4400120,21,Suburban
4400150,41,Rural
4400210,21,Suburban
4400240,21,Suburban
4400270,21,Suburban
4400300,21,Suburban
4400330,21,Suburban
4400360,41,Rural
4400390,42,Rural
4400420,41,Rural
4400450,41,Rural
4400510,21,Suburban
4400540,21,Suburban
4400570,21,Suburban
4400600,41,Rural
4400630,21,Suburban
4400660,21,Suburban
4400690,42,Rural
4400720,21,Suburban
4400750,21,Suburban
4400780,21,Suburban
4400810,21,Suburban
4400840,21,Suburban
4400870,21,Suburban
4400900,12,City
4400960,41,Rural
4400990,21,Suburban
4401020,21,Suburban
4401050,41,Rural
4401110,13,City
4401140,21,Suburban
4401170,22,Suburban
4401200,21,Suburban
4500001,42,Rural
4500002,42,Rural
4500004,22,Suburban
4500007,32,Town
4500008,42,Rural
4500010,41,Rural
4500011,41,Rural
4500690,42,Rural
4500720,21,Suburban
4500750,41,Rural
4500760,41,Rural
4500780,21,Suburban
4500810,41,Rural
4500840,41,Rural
4500870,41,Rural
4500900,23,Suburban
4500930,41,Rural
4500960,32,Town
4500980,42,Rural
4501020,42,Rural
4501050,42,Rural
4501080,32,Town
4501100,41,Rural
4501110,13,City
4501170,21,Suburban
4501250,42,Rural
4501440,12,City
4501500,31,Town
4501530,42,Rural
4501560,42,Rural
4501600,41,Rural
4501740,42,Rural
4501770,32,Town
4501800,42,Rural
4501830,41,Rural
4501860,23,Suburban
4501870,41,Rural
4501920,32,Town
4501950,42,Rural
4501990,42,Rural
4502010,21,Suburban
4502070,41,Rural
4502100,41,Rural
4502130,13,City
4502160,42,Rural
4502190,32,Town
4502220,41,Rural
4502250,42,Rural
4502280,32,Town
4502310,21,Suburban
4502340,32,Town
4502370,42,Rural
4502400,42,Rural
4502430,33,Town
4502460,42,Rural
4502490,22,Suburban
4502520,41,Rural
4502550,21,Suburban
4502580,32,Town
4502610,41,Rural
4502640,41,Rural
4502670,41,Rural
4502700,21,Suburban
4502730,21,Suburban
4502760,41,Rural
4502790,41,Rural
4502820,21,Suburban
4502970,42,Rural
4503000,42,Rural
4503030,42,Rural
4503060,42,Rural
4503150,42,Rural
4503180,42,Rural
4503210,32,Town
4503330,41,Rural
4503360,12,City
4503390,21,Suburban
4503420,12,City
4503460,41,Rural
4503470,22,Suburban
4503480,41,Rural
4503510,22,Suburban
4503540,22,Suburban
4503570,31,Town
4503600,22,Suburban
4503630,22,Suburban
4503660,13,City
4503750,32,Town
4503780,42,Rural
4503810,41,Rural
4503840,41,Rural
4503870,13,City
4503900,21,Suburban
4503901,12,City
4503902,13,City
4503903,43,Rural
4503904,13,City
4503905,12,City
4503906,21,Suburban
4503907,32,Town
4503908,41,Rural
4503909,12,City
4503910,42,Rural
4600002,33,Town
4600003,43,Rural
4600024,43,Rural
4600025,43,Rural
4600027,12,City
4600028,43,Rural
4600029,33,Town
4600032,33,Town
4600036,43,Rural
4600039,33,Town
4600041,43,Rural
4600042,43,Rural
4600045,43,Rural
4600046,43,Rural
4600050,32,Town
4600052,41,Rural
4600053,43,Rural
4601026,43,Rural
4601027,42,Rural
4601028,43,Rural
4602070,33,Town
4602640,43,Rural
4603720,43,Rural
4603780,43,Rural
4603932,43,Rural
4604270,43,Rural
4604680,42,Rural
4605610,33,Town
4606240,43,Rural
4606360,43,Rural
4606960,42,Rural
4607050,43,Rural
4607400,43,Rural
4607670,43,Rural
4607800,43,Rural
4607950,31,Town
4608520,33,Town
4609300,43,Rural
4609512,43,Rural
4610320,42,Rural
4610560,32,Town
4611280,43,Rural
4611760,43,Rural
4612000,43,Rural
4612300,42,Rural
4612940,43,Rural
4614100,43,Rural
4614130,42,Rural
4616150,12,City
4616950,42,Rural
4617850,43,Rural
4618120,32,Town
4619170,43,Rural
4619410,31,Town
4619450,43,Rural
4619580,43,Rural
4620100,41,Rural
4620850,43,Rural
4621300,43,Rural
4621340,42,Rural
4621390,43,Rural
4621400,43,Rural
4621420,43,Rural
4622410,43,Rural
4622500,42,Rural
4622560,43,Rural
4622940,43,Rural
4624030,43,Rural
4624390,43,Rural
4624540,42,Rural
4624850,33,Town
4625500,43,Rural
4626370,42,Rural
4626490,42,Rural
4626970,43,Rural
4629880,43,Rural
4630490,43,Rural
4630800,43,Rural
4631350,41,Rural
4631710,42,Rural
4632340,43,Rural
4632430,43,Rural
4633360,42,Rural
4634440,43,Rural
4634480,33,Town
4634600,43,Rural
4635480,33,Town
4636060,43,Rural
4636150,43,Rural
4636990,22,Suburban
4638220,43,Rural
4639540,43,Rural
4639600,32,Town
4639990,43,Rural
4640860,43,Rural
4641300,32,Town
4641520,43,Rural
4641550,42,Rural
4641640,43,Rural
4644770,43,Rural
4644940,42,Rural
4645450,42,Rural
4646260,43,Rural
4646380,43,Rural
4647100,43,Rural
4647942,43,Rural
4648390,33,Town
4648780,42,Rural
4649650,42,Rural
4650670,42,Rural
4650850,43,Rural
4651730,43,Rural
4651750,43,Rural
4652770,43,Rural
4654270,42,Rural
4654300,43,Rural
4655260,33,Town
4655710,43,Rural
4659820,13,City
4660450,43,Rural
4663360,43,Rural
4664140,42,Rural
4664300,42,Rural
4665180,43,Rural
4665460,43,Rural
4666270,12,City
4666300,42,Rural
4666930,32,Town
4669930,41,Rural
4670000,43,Rural
4670140,43,Rural
4671880,43,Rural
4672090,43,Rural
4672450,43,Rural
4674370,32,Town
4674520,43,Rural
4675420,43,Rural
4675600,42,Rural
4675660,43,Rural
4676020,42,Rural
4676620,33,Town
4676680,43,Rural
4676740,42,Rural
4676990,43,Rural
4677460,43,Rural
4678300,43,Rural
4678510,43,Rural
4678570,43,Rural
4679350,43,Rural
4679710,33,Town
4680100,43,Rural
4680120,32,Town
4680170,33,Town
4680190,43,Rural
4680280,43,Rural
4680430,33,Town
4680431,43,Rural
4680437,43,Rural
4680438,43,Rural
4680439,43,Rural
4680440,43,Rural
4680441,33,Town
4680442,33,Town
4680443,33,Town
4680445,43,Rural
4680446,43,Rural
4700001,13,City
4700030,32,Town
4700060,21,Suburban
4700090,21,Suburban
4700120,32,Town
4700143,13,City
4700144,43,Rural
4700145,11,City
4700146,12,City
4700147,11,City
4700148,11,City
4700149,21,Suburban
4700150,21,Suburban
4700151,21,Suburban
4700152,31,Town
4700153,21,Suburban
4700154,21,Suburban
4700155,11,City
4700180,32,Town
4700210,32,Town
4700240,33,Town
4700270,42,Rural
4700300,41,Rural
4700330,41,Rural
4700360,13,City
4700420,41,Rural
4700450,42,Rural
4700480,43,Rural
4700510,22,Suburban
4700570,41,Rural
4700600,32,Town
4700630,41,Rural
4700660,43,Rural
4700690,13,City
4700720,21,Suburban
4700750,42,Rural
4700780,32,Town
4700850,41,Rural
4700900,41,Rural
4700930,32,Town
4700960,43,Rural
4700990,32,Town
4701020,42,Rural
4701050,41,Rural
4701080,32,Town
4701110,22,Suburban
4701140,32,Town
4701170,42,Rural
4701200,32,Town
4701230,43,Rural
4701260,13,City
4701290,32,Town
4701390,42,Rural
4701400,31,Town
4701410,42,Rural
4701440,42,Rural
4701470,41,Rural
4701500,32,Town
4701530,42,Rural
4701590,12,City
4701620,42,Rural
4701650,43,Rural
4701680,33,Town
4701740,41,Rural
4701770,32,Town
4701800,42,Rural
4701830,42,Rural
4701860,42,Rural
4701890,42,Rural
4701920,42,Rural
4701950,31,Town
4701980,41,Rural
4702010,42,Rural
4702070,43,Rural
4702100,41,Rural
4702130,13,City
4702160,41,Rural
4702190,13,City
4702220,21,Suburban
4702280,43,Rural
4702310,32,Town
4702340,42,Rural
4702370,31,Town
4702400,21,Suburban
4702430,33,Town
4702460,32,Town
4702490,32,Town
4702520,41,Rural
4702550,41,Rural
4702580,13,City
4702610,32,Town
4702640,32,Town
4702670,42,Rural
4702700,21,Suburban
4702760,41,Rural
4702790,32,Town
4702820,41,Rural
4702880,42,Rural
4702910,42,Rural
4702970,41,Rural
4703000,41,Rural
4703030,12,City
4703060,42,Rural
4703090,42,Rural
4703150,12,City
4703180,11,City
4703210,32,Town
4703240,21,Suburban
4703270,41,Rural
4703300,32,Town
4703330,41,Rural
4703360,33,Town
4703390,43,Rural
4703420,43,Rural
4703450,42,Rural
4703480,33,Town
4703510,42,Rural
4703540,41,Rural
4703590,32,Town
4703600,41,Rural
4703660,32,Town
4703690,21,Suburban
4703720,42,Rural
4703750,41,Rural
4703780,41,Rural
4703870,42,Rural
4703900,42,Rural
4703960,42,Rural
4703990,22,Suburban
4704020,21,Suburban
4704050,41,Rural
4704080,31,Town
4704100,32,Town
4704170,42,Rural
4704200,32,Town
4704230,31,Town
4704260,33,Town
4704290,42,Rural
4704320,42,Rural
4704350,32,Town
4704380,22,Suburban
4704440,43,Rural
4704470,42,Rural
4704490,42,Rural
4704500,41,Rural
4704530,41,Rural
4704550,21,Suburban
4800001,43,Rural
4800002,43,Rural
4800003,43,Rural
4800004,11,City
4800005,43,Rural
4800006,43,Rural
4800007,43,Rural
4800008,42,Rural
4800009,41,Rural
4800010,21,Suburban
4800011,41,Rural
4800012,41,Rural
4800014,11,City
4800016,11,City
4800018,11,City
4800019,21,Suburban
4800020,11,City
4800022,11,City
4800024,12,City
4800025,11,City
4800029,11,City
4800030,11,City
4800031,11,City
4800032,11,City
4800034,12,City
4800035,11,City
4800037,11,City
4800041,21,Suburban
4800042,12,City
4800044,11,City
4800048,42,Rural
4800049,11,City
4800053,11,City
4800054,11,City
4800055,21,Suburban
4800058,11,City
4800059,11,City
4800061,11,City
4800062,11,City
4800063,11,City
4800064,21,Suburban
4800065,12,City
4800066,11,City
4800068,11,City
4800069,21,Suburban
4800070,21,Suburban
4800071,11,City
4800072,11,City
4800073,11,City
4800074,33,Town
4800075,12,City
4800076,21,Suburban
4800077,11,City
4800080,33,Town
4800083,11,City
4800086,11,City
4800089,11,City
4800090,11,City
4800092,11,City
4800093,11,City
4800095,11,City
4800098,11,City
4800104,12,City
4800105,11,City
4800106,11,City
4800107,11,City
4800108,31,Town
4800109,13,City
4800110,31,Town
4800113,11,City
4800115,11,City
4800118,11,City
4800124,21,Suburban
4800125,11,City
4800127,21,Suburban
4800130,11,City
4800132,32,Town
4800133,21,Suburban
4800136,13,City
4800139,13,City
4800141,11,City
4800142,11,City
4800144,11,City
4800146,12,City
4800148,12,City
4800150,41,Rural
4800151,11,City
4800154,11,City
4800155,12,City
4800156,12,City
4800158,21,Suburban
4800159,41,Rural
4800162,21,Suburban
4800163,21,Suburban
4800164,12,City
4800165,42,Rural
4800166,12,City
4800169,11,City
4800171,42,Rural
4800172,13,City
4800173,41,Rural
4800174,11,City
4800176,12,City
4800177,32,Town
4800179,11,City
4800184,11,City
4800186,21,Suburban
4800187,21,Suburban
4800190,11,City
4800192,11,City
4800194,23,Suburban
4800195,21,Suburban
4800201,11,City
4800202,21,Suburban
4800203,11,City
4800204,11,City
4800205,11,City
4800207,11,City
4800209,11,City
4800210,11,City
4800211,11,City
4800213,32,Town
4800214,42,Rural
4800221,12,City
4800227,43,Rural
4800231,11,City
4800232,11,City
4800235,41,Rural
4800236,12,City
4800237,11,City
4800240,11,City
4800241,11,City
4800246,11,City
4800248,11,City
4800251,11,City
4800252,11,City
4800253,11,City
4800254,41,Rural
4800255,11,City
4800257,11,City
4800258,11,City
4800259,41,Rural
4800260,11,City
4800261,21,Suburban
4800262,11,City
4800263,11,City
4800264,11,City
4800265,11,City
4800266,11,City
4800268,11,City
4800270,11,City
4800271,11,City
4800272,11,City
4800274,11,City
4800275,11,City
4800278,41,Rural
4800279,11,City
4800283,21,Suburban
4800284,31,Town
4800286,11,City
4800287,21,Suburban
4800288,11,City
4800289,11,City
4800291,32,Town
4800292,21,Suburban
4801394,11,City
4801395,33,Town
4801400,11,City
4801404,41,Rural
4801405,13,City
4801407,11,City
4801409,12,City
4801410,13,City
4801412,11,City
4801414,11,City
4801415,12,City
4801416,11,City
4801417,12,City
4801418,11,City
4801420,21,Suburban
4801421,11,City
4801422,12,City
4801425,41,Rural
4801427,12,City
4801428,21,Suburban
4801429,22,Suburban
4801431,11,City
4801432,33,Town
4801433,13,City
4801434,11,City
4801435,11,City
4801436,21,Suburban
4801438,11,City
4801439,11,City
4801440,21,Suburban
4801441,11,City
4801442,11,City
4801443,12,City
4801444,11,City
4801445,11,City
4801446,11,City
4801447,23,Suburban
4801448,11,City
4801449,11,City
4801450,21,Suburban
4801451,21,Suburban
4801452,11,City
4801453,11,City
4801454,21,Suburban
4801455,31,Town
4801456,21,Suburban
4801457,11,City
4801458,21,Suburban
4801459,21,Suburban
4801460,11,City
4801461,11,City
4801462,21,Suburban
4801463,11,City
4801464,41,Rural
4801465,11,City
4801466,11,City
4801467,11,City
4801468,11,City
4807350,12,City
4807380,42,Rural
4807410,31,Town
4807440,12,City
4807470,41,Rural
4807500,43,Rural
4807530,42,Rural
4807590,21,Suburban
4807650,42,Rural
4807680,43,Rural
4807710,21,Suburban
4807780,41,Rural
4807800,32,Town
4807830,11,City
4807890,21,Suburban
4807950,33,Town
4807980,42,Rural
4808090,21,Suburban
4808100,42,Rural
4808130,12,City
4808160,42,Rural
4808190,42,Rural
4808230,42,Rural
4808280,32,Town
4808310,41,Rural
4808340,31,Town
4808400,42,Rural
4808430,21,Suburban
4808460,42,Rural
4808490,42,Rural
4808520,42,Rural
4808550,32,Town
4808580,31,Town
4808610,42,Rural
4808670,41,Rural
4808700,11,City
4808730,42,Rural
4808870,32,Town
4808880,41,Rural
4808910,41,Rural
4808940,11,City
4809000,42,Rural
4809030,42,Rural
4809060,43,Rural
4809090,42,Rural
4809150,42,Rural
4809200,21,Suburban
4809280,42,Rural
4809300,41,Rural
4809330,43,Rural
4809360,42,Rural
4809390,42,Rural
4809410,42,Rural
4809450,41,Rural
4809540,32,Town
4809570,42,Rural
4809630,32,Town
4809670,12,City
4809690,42,Rural
4809720,32,Town
4809750,42,Rural
4809780,42,Rural
4809810,32,Town
4809860,23,Suburban
4809870,42,Rural
4809980,43,Rural
4810140,42,Rural
4810170,43,Rural
4810200,32,Town
4810230,21,Suburban
4810260,32,Town
4810320,42,Rural
4810350,42,Rural
4810380,42,Rural
4810440,42,Rural
4810470,42,Rural
4810500,42,Rural
4810590,42,Rural
4810620,43,Rural
4810650,42,Rural
4810710,41,Rural
4810740,41,Rural
4810780,42,Rural
4810800,32,Town
4810830,43,Rural
4810860,43,Rural
4810890,32,Town
4810910,41,Rural
4810950,43,Rural
4810990,33,Town
4811010,42,Rural
4811040,43,Rural
4811070,33,Town
4811110,41,Rural
4811190,23,Suburban
4811220,33,Town
4811250,43,Rural
4811280,32,Town
4811310,41,Rural
4811340,41,Rural
4811400,43,Rural
4811430,43,Rural
4811460,42,Rural
4811490,43,Rural
4811520,43,Rural
4811550,43,Rural
4811580,33,Town
4811610,32,Town
4811640,42,Rural
4811680,12,City
4811700,33,Town
4811730,42,Rural
4811790,13,City
4811820,43,Rural
4811850,42,Rural
4811910,43,Rural
4811990,43,Rural
4812060,41,Rural
4812090,42,Rural
4812120,31,Town
4812150,43,Rural
4812180,21,Suburban
4812220,41,Rural
4812240,42,Rural
4812360,42,Rural
4812390,42,Rural
4812420,11,City
4812460,41,Rural
4812480,32,Town
4812510,42,Rural
4812540,42,Rural
4812640,41,Rural
4812660,42,Rural
4812700,33,Town
4812750,32,Town
4812780,11,City
4812810,12,City
4812870,42,Rural
4812990,33,Town
4813020,21,Suburban
4813050,21,Suburban
4813110,32,Town
4813170,21,Suburban
4813200,43,Rural
4813230,21,Suburban
4813260,42,Rural
4813290,41,Rural
4813320,33,Town
4813350,42,Rural
4813380,43,Rural
4813410,43,Rural
4813440,41,Rural
4813500,41,Rural
4813530,22,Suburban
4813590,21,Suburban
4813620,43,Rural
4813650,41,Rural
4813680,42,Rural
4813710,42,Rural
4813740,43,Rural
4813770,43,Rural
4813800,42,Rural
4813860,33,Town
4813890,43,Rural
4813920,42,Rural
4813960,41,Rural
4813980,43,Rural
4814010,42,Rural
4814070,33,Town
4814130,12,City
4814160,43,Rural
4814190,33,Town
4814250,42,Rural
4814280,21,Suburban
4814310,41,Rural
4814370,31,Town
4814400,32,Town
4814430,21,Suburban
4814450,32,Town
4814490,42,Rural
4814520,42,Rural
4814550,33,Town
4814580,42,Rural
4814600,42,Rural
4814640,41,Rural
4814670,32,Town
4814700,33,Town
4814730,41,Rural
4814760,41,Rural
4814790,32,Town
4814820,41,Rural
4814850,41,Rural
4814880,42,Rural
4814920,43,Rural
4814970,22,Suburban
4815000,13,City
4815120,42,Rural
4815150,43,Rural
4815180,41,Rural
4815210,21,Suburban
4815240,22,Suburban
4815270,11,City
4815300,43,Rural
4815330,32,Town
4815360,42,Rural
4815400,33,Town
4815420,42,Rural
4815480,42,Rural
4815510,41,Rural
4815540,32,Town
4815570,43,Rural
4815600,42,Rural
4815690,33,Town
4815720,33,Town
4815750,41,Rural
4815810,43,Rural
4815840,42,Rural
4815870,43,Rural
4815910,11,City
4815930,33,Town
4815960,32,Town
4815990,43,Rural
4816020,42,Rural
4816080,43,Rural
4816110,21,Suburban
4816140,42,Rural
4816180,32,Town
4816200,41,Rural
4816230,11,City
4816260,42,Rural
4816290,41,Rural
4816320,43,Rural
4816350,43,Rural
4816380,43,Rural
4816410,32,Town
4816440,43,Rural
4816500,32,Town
4816530,21,Suburban
4816570,42,Rural
4816620,41,Rural
4816650,43,Rural
4816710,13,City
4816740,12,City
4816770,33,Town
4816860,21,Suburban
4816890,43,Rural
4816920,42,Rural
4816950,41,Rural
4816980,42,Rural
4817010,42,Rural
4817040,33,Town
4817070,22,Suburban
4817100,41,Rural
4817130,43,Rural
4817160,33,Town
4817190,43,Rural
4817280,42,Rural
4817390,21,Suburban
4817400,43,Rural
4817460,43,Rural
4817550,42,Rural
4817580,41,Rural
4817610,33,Town
4817640,21,Suburban
4817700,11,City
4817730,33,Town
4817760,21,Suburban
4817790,33,Town
4817830,42,Rural
4817850,41,Rural
4817880,32,Town
4817960,33,Town
4818000,12,City
4818030,41,Rural
4818060,21,Suburban
4818070,43,Rural
4818120,42,Rural
4818150,11,City
4818180,13,City
4818210,41,Rural
4818280,32,Town
4818300,11,City
4818330,32,Town
4818360,41,Rural
4818390,42,Rural
4818480,42,Rural
4818540,41,Rural
4818600,42,Rural
4818660,43,Rural
4818690,42,Rural
4818720,42,Rural
4818750,42,Rural
4818780,43,Rural
4818810,21,Suburban
4818840,43,Rural
4818890,43,Rural
4818900,31,Town
4818940,33,Town
4819020,42,Rural
4819050,43,Rural
4819080,31,Town
4819110,42,Rural
4819140,43,Rural
4819170,41,Rural
4819280,43,Rural
4819320,42,Rural
4819350,32,Town
4819380,11,City
4819440,41,Rural
4819500,43,Rural
4819530,43,Rural
4819560,41,Rural
4819620,42,Rural
4819650,21,Suburban
4819700,11,City
4819740,42,Rural
4819770,42,Rural
4819820,43,Rural
4819830,22,Suburban
4819840,33,Town
4819950,21,Suburban
4819980,33,Town
4820010,21,Suburban
4820040,42,Rural
4820070,42,Rural
4820100,43,Rural
4820130,43,Rural
4820160,11,City
4820190,33,Town
4820220,41,Rural
4820250,21,Suburban
4820280,31,Town
4820310,42,Rural
4820340,21,Suburban
4820370,42,Rural
4820400,43,Rural
4820460,42,Rural
4820500,32,Town
4820520,42,Rural
4820550,43,Rural
4820600,21,Suburban
4820610,42,Rural
4820640,41,Rural
4820700,41,Rural
4820760,23,Suburban
4820790,43,Rural
4820850,42,Rural
4820960,42,Rural
4820970,42,Rural
4821000,43,Rural
4821030,42,Rural
4821060,32,Town
4821090,42,Rural
4821150,13,City
4821180,43,Rural
4821270,43,Rural
4821300,42,Rural
4821330,43,Rural
4821360,33,Town
4821390,32,Town
4821420,21,Suburban
4821450,32,Town
4821480,43,Rural
4821540,42,Rural
4821560,43,Rural
4821590,42,Rural
4821600,41,Rural
4821630,43,Rural
4821660,21,Suburban
4821720,32,Town
4821750,42,Rural
4821780,21,Suburban
4821810,41,Rural
4821840,43,Rural
4821900,43,Rural
4821930,43,Rural
4821960,42,Rural
4821990,43,Rural
4822020,43,Rural
4822050,42,Rural
4822120,43,Rural
4822140,42,Rural
4822170,31,Town
4822230,33,Town
4822260,43,Rural
4822320,42,Rural
4822350,42,Rural
4822380,42,Rural
4822410,42,Rural
4822470,11,City
4822500,42,Rural
4822530,13,City
4822560,42,Rural
4822590,43,Rural
4822620,42,Rural
4822650,43,Rural
4822680,43,Rural
4822710,41,Rural
4822740,41,Rural
4822770,42,Rural
4822800,42,Rural
4822830,32,Town
4822850,43,Rural
4822890,43,Rural
4822920,32,Town
4822970,32,Town
4822980,41,Rural
4823010,32,Town
4823040,42,Rural
4823070,43,Rural
4823100,21,Suburban
4823140,43,Rural
4823160,43,Rural
4823190,42,Rural
4823250,21,Suburban
4823280,32,Town
4823310,22,Suburban
4823370,42,Rural
4823400,42,Rural
4823430,32,Town
4823460,43,Rural
4823490,31,Town
4823640,11,City
4823670,42,Rural
4823700,42,Rural
4823730,42,Rural
4823760,42,Rural
4823790,33,Town
4823820,41,Rural
4823850,32,Town
4823880,42,Rural
4823910,21,Suburban
4823970,42,Rural
4824000,42,Rural
4824030,32,Town
4824060,21,Suburban
4824100,21,Suburban
4824120,42,Rural
4824150,42,Rural
4824180,31,Town
4824210,41,Rural
4824240,42,Rural
4824260,31,Town
4824300,42,Rural
4824330,43,Rural
4824360,43,Rural
4824420,12,City
4824450,42,Rural
4824480,42,Rural
4824530,33,Town
4824590,32,Town
4824600,42,Rural
4824630,33,Town
4824660,43,Rural
4824730,42,Rural
4824750,33,Town
4824780,42,Rural
4824810,43,Rural
4824840,42,Rural
4824900,43,Rural
4824930,41,Rural
4824960,32,Town
4824990,21,Suburban
4825020,33,Town
4825110,42,Rural
4825140,33,Town
4825170,21,Suburban
4825200,32,Town
4825230,31,Town
4825260,11,City
4825290,43,Rural
4825320,42,Rural
4825410,43,Rural
4825440,41,Rural
4825470,43,Rural
4825500,21,Suburban
4825530,43,Rural
4825560,32,Town
4825590,33,Town
4825620,31,Town
4825660,12,City
4825680,32,Town
4825710,43,Rural
4825740,21,Suburban
4825790,43,Rural
4825800,42,Rural
4825870,43,Rural
4825890,43,Rural
4825920,42,Rural
4825950,42,Rural
4825980,31,Town
4826040,22,Suburban
4826070,42,Rural
4826100,33,Town
4826130,21,Suburban
4826190,21,Suburban
4826220,42,Rural
4826250,43,Rural
4826280,22,Suburban
4826310,42,Rural
4826340,21,Suburban
4826370,21,Suburban
4826400,31,Town
4826430,21,Suburban
4826470,21,Suburban
4826490,21,Suburban
4826580,21,Suburban
4826610,33,Town
4826640,41,Rural
4826670,21,Suburban
4826700,42,Rural
4826790,11,City
4826850,42,Rural
4826910,42,Rural
4826970,43,Rural
4827000,43,Rural
4827030,21,Suburban
4827060,41,Rural
4827090,42,Rural
4827120,42,Rural
4827180,43,Rural
4827210,42,Rural
4827240,32,Town
4827270,42,Rural
4827300,21,Suburban
4827330,43,Rural
4827390,13,City
4827420,41,Rural
4827450,32,Town
4827510,31,Town
4827540,43,Rural
4827570,42,Rural
4827600,42,Rural
4827630,43,Rural
4827690,22,Suburban
4827720,21,Suburban
4827750,32,Town
4827780,41,Rural
4827810,41,Rural
4827870,31,Town
4827890,43,Rural
4827930,43,Rural
4827960,43,Rural
4827990,41,Rural
4828020,42,Rural
4828110,13,City
4828140,43,Rural
4828170,42,Rural
4828200,41,Rural
4828230,42,Rural
4828290,22,Suburban
4828350,42,Rural
4828380,21,Suburban
4828410,43,Rural
4828500,11,City
4828530,42,Rural
4828550,33,Town
4828590,32,Town
4828620,32,Town
4828650,31,Town
4828680,32,Town
4828710,32,Town
4828740,41,Rural
4828780,33,Town
4828800,42,Rural
4828830,42,Rural
4828890,41,Rural
4828920,21,Suburban
4828980,43,Rural
4829010,32,Town
4829040,43,Rural
4829100,21,Suburban
4829130,32,Town
4829160,32,Town
4829190,42,Rural
4829220,42,Rural
4829250,43,Rural
4829280,43,Rural
4829370,43,Rural
4829400,32,Town
4829460,42,Rural
4829520,43,Rural
4829580,42,Rural
4829670,12,City
4829700,43,Rural
4829760,42,Rural
4829820,31,Town
4829850,22,Suburban
4829880,43,Rural
4829910,42,Rural
4829940,43,Rural
4830000,42,Rural
4830030,43,Rural
4830060,41,Rural
4830120,41,Rural
4830180,43,Rural
4830210,43,Rural
4830250,21,Suburban
4830300,43,Rural
4830340,42,Rural
4830360,42,Rural
4830390,21,Suburban
4830420,33,Town
4830450,42,Rural
4830480,43,Rural
4830570,12,City
4830600,21,Suburban
4830640,22,Suburban
4830660,42,Rural
4830690,42,Rural
4830720,42,Rural
4830750,42,Rural
4830780,42,Rural
4830810,43,Rural
4830870,42,Rural
4830930,32,Town
4830950,32,Town
4831040,13,City
4831170,32,Town
4831200,42,Rural
4831230,41,Rural
4831260,41,Rural
4831290,42,Rural
4831320,43,Rural
4831380,43,Rural
4831410,43,Rural
4831470,43,Rural
4831500,43,Rural
4831560,43,Rural
4831620,42,Rural
4831650,43,Rural
4831760,33,Town
4831770,33,Town
4831860,43,Rural
4831890,33,Town
4831920,33,Town
4831950,42,Rural
4831970,43,Rural
4832010,42,Rural
4832090,33,Town
4832130,41,Rural
4832160,41,Rural
4832190,32,Town
4832220,43,Rural
4832250,42,Rural
4832280,22,Suburban
4832310,41,Rural
4832340,32,Town
4832370,13,City
4832400,21,Suburban
4832430,41,Rural
4832460,42,Rural
4832490,42,Rural
4832610,42,Rural
4832640,41,Rural
4832700,42,Rural
4832730,43,Rural
4832740,43,Rural
4832790,33,Town
4832880,43,Rural
4832910,43,Rural
4832940,11,City
4832970,42,Rural
4833010,41,Rural
4833030,42,Rural
4833090,42,Rural
4833120,11,City
4833180,41,Rural
4833240,43,Rural
4833270,41,Rural
4833340,43,Rural
4833360,31,Town
4833390,43,Rural
4833420,42,Rural
4833570,42,Rural
4833630,32,Town
4833660,43,Rural
4833690,32,Town
4833720,42,Rural
4833780,41,Rural
4833840,42,Rural
4833870,42,Rural
4833900,43,Rural
4833960,42,Rural
4833980,43,Rural
4834020,33,Town
4834050,32,Town
4834110,41,Rural
4834140,42,Rural
4834170,33,Town
4834230,42,Rural
4834260,42,Rural
4834290,33,Town
4834320,21,Suburban
4834380,43,Rural
4834410,43,Rural
4834440,21,Suburban
4834470,33,Town
4834500,42,Rural
4834550,33,Town
4834560,42,Rural
4834630,43,Rural
4834650,33,Town
4834680,42,Rural
4834710,42,Rural
4834770,42,Rural
4834800,42,Rural
4834830,21,Suburban
4834860,21,Suburban
4834920,31,Town
4834980,13,City
4835010,32,Town
4835040,43,Rural
4835070,33,Town
4835100,11,City
4835130,13,City
4835190,32,Town
4835250,32,Town
4835310,42,Rural
4835340,42,Rural
4835370,42,Rural
4835400,13,City
4835430,22,Suburban
4835490,32,Town
4835520,32,Town
4835550,42,Rural
4835560,41,Rural
